1182160;S14;PAL_000001
1187160;S14;PAL_000002
1815140;S14;PAL_000003
1820140;S14;PAL_000004
2418180;S14;PAL_000005
2423180;S14;PAL_000006
3618090;S14;PAL_000007
3623090;S14;PAL_000008
4737080;S14;PAL_000009
4742080;S14;PAL_000010
4747080;S14;PAL_000011
5574660;S14;PAL_000012
6209880;S14;PAL_000013
6214880;S14;PAL_000014
6219880;S14;PAL_000015
7193460;S14;PAL_000016
7198460;S14;PAL_000017
7203460;S14;PAL_000018
8306600;S14;PAL_000019
8311600;S14;PAL_000020
9451150;S14;PAL_000021
9456150;S14;PAL_000022
9461150;S14;PAL_000023
10601870;S14;PAL_000024
10606870;S14;PAL_000025
10611870;S14;PAL_000026
11624150;S14;PAL_000027
12571600;S14;PAL_000028
12576600;S14;PAL_000029
13698580;S14;PAL_000030
14577510;S14;PAL_000031
14582510;S14;PAL_000032
14587510;S14;PAL_000033
15710310;S14;PAL_000034
15715310;S14;PAL_000035
16730290;S14;PAL_000036
16735290;S14;PAL_000037
16740290;S14;PAL_000038
17357000;S14;PAL_000039
18327480;S14;PAL_000040
19234640;S14;PAL_000041
19239640;S14;PAL_000042
19244640;S14;PAL_000043
20004140;S14;PAL_000044
20009140;S14;PAL_000045
20791030;S14;PAL_000046
20796030;S14;PAL_000047
21928170;S14;PAL_000048
21933170;S14;PAL_000049
22648030;S14;PAL_000050
22653030;S14;PAL_000051
23757770;S14;PAL_000052
23762770;S14;PAL_000053
23767770;S14;PAL_000054
24881730;S14;PAL_000055
24886730;S14;PAL_000056
25795240;S14;PAL_000057
26546060;S14;PAL_000058
26551060;S14;PAL_000059
27222870;S14;PAL_000060
28016860;S14;PAL_000061
28021860;S14;PAL_000062
28969390;S14;PAL_000063
28974390;S14;PAL_000064
30132520;S14;PAL_000065
31049950;S14;PAL_000066
31978510;S14;PAL_000067
31983510;S14;PAL_000068
31988510;S14;PAL_000069
32678300;S14;PAL_000070
33494860;S14;PAL_000071
33499860;S14;PAL_000072
33504860;S14;PAL_000073
34227930;S14;PAL_000074
35278630;S14;PAL_000075
35283630;S14;PAL_000076
35919480;S14;PAL_000077
36918700;S14;PAL_000078
36923700;S14;PAL_000079
37958210;S14;PAL_000080
37963210;S14;PAL_000081
38613890;S14;PAL_000082
39374180;S14;PAL_000083
39379180;S14;PAL_000084
40088140;S14;PAL_000085
40093140;S14;PAL_000086
41182300;S14;PAL_000087
41187300;S14;PAL_000088
42086480;S14;PAL_000089
42760230;S14;PAL_000090
42765230;S14;PAL_000091
43932960;S14;PAL_000092
44734220;S14;PAL_000093
44739220;S14;PAL_000094
45735680;S14;PAL_000095
46652010;S14;PAL_000096
47547640;S14;PAL_000097
47552640;S14;PAL_000098
48742790;S14;PAL_000099
49533240;S14;PAL_000100
49538240;S14;PAL_000101
50379530;S14;PAL_000102
51297410;S14;PAL_000103
51913190;S14;PAL_000104
52750390;S14;PAL_000105
54338250;S14;PAL_000106
55417900;S14;PAL_000107
56139960;S14;PAL_000108
