0;In1_distanceLock;0
3494;In1_distanceLock;0
6976;In1_distanceLock;0
10465;In1_distanceLock;0
14021;In1_distanceLock;0
17510;In1_distanceLock;0
20984;In1_distanceLock;0
24459;In1_distanceLock;0
28012;In1_distanceLock;0
31542;In1_distanceLock;0
35041;In1_distanceLock;0
38552;In1_distanceLock;0
42085;In1_distanceLock;0
45621;In1_distanceLock;0
49166;In1_distanceLock;0
52614;In1_distanceLock;0
56155;In1_distanceLock;0
59685;In1_distanceLock;0
63177;In1_distanceLock;0
66712;In1_distanceLock;0
70250;In1_distanceLock;0
73750;In1_distanceLock;0
77216;In1_distanceLock;0
80735;In1_distanceLock;0
84300;In1_distanceLock;0
87738;In1_distanceLock;0
91253;In1_distanceLock;0
94735;In1_distanceLock;0
98142;In1_distanceLock;0
101625;In1_distanceLock;0
105145;In1_distanceLock;0
108633;In1_distanceLock;0
112141;In1_distanceLock;0
115610;In1_distanceLock;0
119129;In1_distanceLock;0
122650;In1_distanceLock;0
126198;In1_distanceLock;0
129702;In1_distanceLock;0
133197;In1_distanceLock;0
136695;In1_distanceLock;0
140199;In1_distanceLock;0
143701;In1_distanceLock;0
147287;In1_distanceLock;0
150875;In1_distanceLock;0
154344;In1_distanceLock;0
157905;In1_distanceLock;0
161411;In1_distanceLock;0
164938;In1_distanceLock;0
168431;In1_distanceLock;0
171956;In1_distanceLock;0
175495;In1_distanceLock;0
179075;In1_distanceLock;0
182552;In1_distanceLock;0
186082;In1_distanceLock;0
189583;In1_distanceLock;0
193121;In1_distanceLock;0
196625;In1_distanceLock;0
200132;In1_distanceLock;0
203639;In1_distanceLock;0
207206;In1_distanceLock;0
210721;In1_distanceLock;0
214190;In1_distanceLock;0
217696;In1_distanceLock;0
221197;In1_distanceLock;0
224750;In1_distanceLock;0
228238;In1_distanceLock;0
231725;In1_distanceLock;0
235178;In1_distanceLock;0
238724;In1_distanceLock;0
242232;In1_distanceLock;0
245714;In1_distanceLock;0
249134;In1_distanceLock;0
252579;In1_distanceLock;0
256153;In1_distanceLock;0
259573;In1_distanceLock;0
263134;In1_distanceLock;0
266671;In1_distanceLock;0
270152;In1_distanceLock;0
273734;In1_distanceLock;0
277230;In1_distanceLock;0
280659;In1_distanceLock;0
284144;In1_distanceLock;0
287660;In1_distanceLock;0
291161;In1_distanceLock;0
294647;In1_distanceLock;0
298195;In1_distanceLock;0
301667;In1_distanceLock;0
305206;In1_distanceLock;0
308667;In1_distanceLock;0
312085;In1_distanceLock;0
315512;In1_distanceLock;0
318970;In1_distanceLock;0
322437;In1_distanceLock;0
325915;In1_distanceLock;0
329418;In1_distanceLock;0
332875;In1_distanceLock;0
336374;In1_distanceLock;0
339900;In1_distanceLock;0
343429;In1_distanceLock;0
346875;In1_distanceLock;0
350347;In1_distanceLock;0
353836;In1_distanceLock;0
357264;In1_distanceLock;0
360733;In1_distanceLock;0
364151;In1_distanceLock;0
367595;In1_distanceLock;0
371089;In1_distanceLock;0
374577;In1_distanceLock;0
391691;In1_distanceLock;0
394187;In1_distanceLock;0
396667;In1_distanceLock;0
399172;In1_distanceLock;0
401615;In1_distanceLock;0
404143;In1_distanceLock;0
406675;In1_distanceLock;0
409184;In1_distanceLock;1
411653;In1_distanceLock;1
414178;In1_distanceLock;1
416692;In1_distanceLock;1
419121;In1_distanceLock;1
421605;In1_distanceLock;1
424122;In1_distanceLock;0
426619;In1_distanceLock;0
429104;In1_distanceLock;0
431564;In1_distanceLock;0
434086;In1_distanceLock;0
436586;In1_distanceLock;0
439104;In1_distanceLock;0
441564;In1_distanceLock;0
444061;In1_distanceLock;0
446591;In1_distanceLock;0
449142;In1_distanceLock;0
451648;In1_distanceLock;0
454197;In1_distanceLock;0
456632;In1_distanceLock;0
459109;In1_distanceLock;0
461565;In1_distanceLock;0
464072;In1_distanceLock;0
