7690;S4;PZ_1000_1
11190;S4;PZ_1000_3
14670;S4;PZ_1000_4
18160;S4;PZ_1000_5
21720;S4;PZ_1000_6
25200;S4;PZ_1000_7
28680;S4;PZ_1000_8
32150;S4;PZ_1000_9
35710;S4;PZ_1000_10
39230;S4;PZ_1000_11
42740;S4;PZ_1000_13
46250;S4;PZ_1000_14
49780;S4;PZ_1000_16
53320;S4;PZ_1000_17
56860;S4;PZ_1000_19
60310;S4;PZ_1000_20
63850;S4;PZ_1000_22
67380;S4;PZ_1000_24
70870;S4;PZ_1000_26
74410;S4;PZ_1000_27
77950;S4;PZ_1000_29
81450;S4;PZ_1000_30
84910;S4;PZ_1000_32
88430;S4;PZ_1000_33
91990;S4;PZ_1000_36
95430;S4;PZ_1000_37
98950;S4;PZ_1000_39
102430;S4;PZ_1000_40
105840;S4;PZ_1000_42
109320;S4;PZ_1000_43
112840;S4;PZ_1000_46
116330;S4;PZ_1000_47
119840;S4;PZ_1000_49
123300;S4;PZ_1000_50
126820;S4;PZ_1000_52
130350;S4;PZ_1000_54
133890;S4;PZ_1000_56
137400;S4;PZ_1000_57
140890;S4;PZ_1000_59
144390;S4;PZ_1000_60
147900;S4;PZ_1000_62
151400;S4;PZ_1000_63
154980;S4;PZ_1000_66
158570;S4;PZ_1000_67
162040;S4;PZ_1000_69
165600;S4;PZ_1000_70
169110;S4;PZ_1000_72
172630;S4;PZ_1000_74
176130;S4;PZ_1000_76
179650;S4;PZ_1000_77
183190;S4;PZ_1000_79
186770;S4;PZ_1000_80
190250;S4;PZ_1000_82
193780;S4;PZ_1000_83
197280;S4;PZ_1000_86
200820;S4;PZ_1000_87
204320;S4;PZ_1000_89
207830;S4;PZ_1000_90
211330;S4;PZ_1000_92
214900;S4;PZ_1000_94
218420;S4;PZ_1000_96
221890;S4;PZ_1000_97
225390;S4;PZ_1000_99
228890;S4;PZ_1000_100
232450;S4;PZ_1000_102
235930;S4;PZ_1000_103
242870;S4;PZ_1000_107
246420;S4;PZ_1000_109
253410;S4;PZ_1000_112
256830;S4;PZ_1000_113
260270;S4;PZ_1000_116
263850;S4;PZ_1000_117
267270;S4;PZ_1000_119
270830;S4;PZ_1000_120
274360;S4;PZ_1000_121
277850;S4;PZ_1000_123
281430;S4;PZ_1000_125
284930;S4;PZ_1000_126
288350;S4;PZ_1000_128
291840;S4;PZ_1000_129
295360;S4;PZ_1000_131
298860;S4;PZ_1000_132
302340;S4;PZ_1000_134
305890;S4;PZ_1000_136
309360;S4;PZ_1000_138
312900;S4;PZ_1000_139
316360;S4;PZ_1000_141
319780;S4;PZ_1000_142
323210;S4;PZ_1000_144
326660;S4;PZ_1000_145
330130;S4;PZ_1000_148
333610;S4;PZ_1000_149
337110;S4;PZ_1000_151
340570;S4;PZ_1000_152
347590;S4;PZ_1000_155
351120;S4;PZ_1000_158
354570;S4;PZ_1000_159
358040;S4;PZ_1000_161
361530;S4;PZ_1000_162
424700;S4;PZ_1000_164
427320;S4;PZ_1000_165
427620;S4;PZ_1000_168
427920;S4;PZ_1000_169
428220;S4;PZ_1000_170
428520;S4;PZ_1000_172
428660;S4;PZ_1010_174
428810;S4;PZ_1010_175
428970;S4;PZ_1010_176
429120;S4;PZ_1010_177
429270;S4;PZ_1010_178
429420;S4;PZ_1010_179
